anger,disgust,fear,joy,sadness,analytical,confident,tentative,openness,conscientiousness,extraversion,agreeableness,neuroticism,class
0.145924,0.324737,0.136409,0.043798,0.229705,0,0,0,0.682664,0.756045,0.368595,0.436998,0.815935,FAKE
0.112804,0.009196,0.104571,0.095271,0.224397,0.989679,0,0,0.290636,0.194817,0.355697,0.405432,0.634858,FAKE
0.203113,0.099335,0.035809,0.022065,0.186473,0,0,0,0.114508,0.312527,0.524264,0.509232,0.695631,REAL
0.301166,0.135544,0.083683,0.110602,0.359392,0.769135,0,0.856622,0.262375,0.355575,0.592478,0.725246,0.333489,FAKE
0.030608,0.242463,0.050231,0.035659,0.181911,0,0.449032,0,0.677309,0.642223,0.897647,0.786011,0.962606,FAKE
0.203251,0.060467,0.244663,0.021637,0.563752,0,0.924409,0,0.064679,0.621057,0.657837,0.593791,0.658637,FAKE
0.17762,0.527664,0.157974,0.000625,0.289183,0,0,0.822231,0.716356,0.191198,0.855208,0.449162,0.40606,REAL
0.018005,0.263792,0.133619,0.476861,0.125106,0,0,0,0.67761,0.076021,0.291763,0.31138,0.020735,FAKE
0.183115,0.094116,0.107956,0.197974,0.090422,0,0,0.966403,0.056797,0.093615,0.396172,0.603891,0.304154,REAL
0.382989,0.224369,0.090128,0.099048,0.113906,0.620279,0,0,0.383027,0.446578,0.757577,0.622924,0.77336,REAL
0.127326,0.044334,0.221911,0.16805,0.544836,0.895415,0,0,0.254536,0.161779,0.524694,0.440481,0.042449,REAL
0.117347,0.104966,0.060926,0.320466,0.342102,0,0,0,0.195576,0.258826,0.417202,0.441222,0.506428,FAKE
0.614044,0.099226,0.199457,0.002056,0.209293,0.762356,0,0,0.343805,0.316185,0.617935,0.633165,0.364723,REAL
0.056583,0.044059,0.831898,0.024151,0.141351,0,0,0.401017,0.397136,0.147177,0.519856,0.358689,0.031275,REAL
0.09518,0.104557,0.008979,0.174138,0.105747,0.955445,0,0,0.392589,0.042953,0.382944,0.251443,0.202154,FAKE
0.116531,0.392238,0.014563,0.111906,0.38653,0.116314,0.704642,0,0.073648,0.441646,0.580267,0.634385,0.864207,FAKE
0.128449,0.100248,0.08902,0.310147,0.180911,0.788547,0,0,0.70072,0.683929,0.858759,0.785403,0.875654,FAKE
0.017099,0.564196,0.056751,0.236137,0.149123,0.025497,0,0,0.403079,0.089996,0.898636,0.69018,0.2607,FAKE
0.288256,0.087105,0.260448,0.001322,0.573198,0.595347,0,0,0.412829,0.330941,0.777786,0.672872,0.634876,FAKE
0.16313,0.300775,0.059676,0.156039,0.281275,0.735673,0,0,0.054253,0.381631,0.618053,0.540946,0.567974,FAKE
0.00951,0.00818,0.007507,0.803174,0.026023,0,0,0,0.000104,0.177009,0.542326,0.647217,0.295318,REAL
0.122711,0.074561,0.095939,0.413079,0.233468,0,0,0,0.031856,0.500155,0.322225,0.568215,0.77142,REAL
0.163795,0.133864,0.036066,0.037221,0.486282,0,0.704642,0,0.290647,0.698885,0.677913,0.671956,0.475215,FAKE
0.115994,0.25555,0.183204,0.053002,0.17133,0.801827,0,0,0.443346,0.871724,0.609798,0.257157,0.54259,FAKE
0.104817,0.047098,0.153672,0.098333,0.146036,0,0.704642,0,0.310578,0.405491,0.379616,0.199799,0.783968,REAL
0.137745,0.143145,0.082392,0.361478,0.232982,0,0,0,0.083635,0.586107,0.649106,0.695376,0.672635,FAKE
0.123928,0.088914,0.076307,0.154781,0.592353,0,0,0,0.069421,0.271368,0.588315,0.610287,0.417802,FAKE
0.146827,0.067882,0.065193,0.216364,0.220067,0.144719,0,0,0.431629,0.269088,0.612883,0.648929,0.34898,REAL
0.384785,0.44973,0.01929,0.004424,0.323277,0,0,0,0.38779,0.274063,0.53905,0.58955,0.457019,FAKE
0.229953,0.260835,0.134769,0.024644,0.208546,0,0,0,0.564261,0.513067,0.879417,0.880516,0.897844,REAL
0.156542,0.083901,0.126957,0.007708,0.300271,0,0,0.681699,0.477559,0.327978,0.754952,0.68167,0.378356,FAKE
0.450064,0.053378,0.225188,0.017548,0.282824,0.842108,0,0,0.357193,0.345105,0.512094,0.449117,0.45078,REAL
0.091603,0.168546,0.264136,0.142497,0.200788,0.078097,0,0,0.552478,0.43413,0.886437,0.601533,0.80087,REAL
0.24647,0.139605,0.042885,0.041702,0.089965,0.039518,0.478061,0,0.733203,0.609824,0.342892,0.636318,0.521855,FAKE
0.077067,0.036924,0.143882,0.239067,0.177797,0.687768,0,0.497569,0.117921,0.455335,0.745418,0.621362,0.499593,REAL
0.059844,0.01548,0.037417,0.203077,0.131587,0,0,0.716301,0.777826,0.652307,0.733702,0.342897,0.723258,FAKE
0.06822,0.114238,0.646011,0.010768,0.272397,0,0,0,0.694186,0.406532,0.848108,0.615742,0.593261,REAL
0.201847,0.190887,0.174659,0.003018,0.516881,0,0,0.5538,0.244007,0.325376,0.616784,0.657495,0.735409,FAKE
0.051009,0.069656,0.092069,0.041038,0.424742,0.788547,0,0.909883,0.298312,0.505562,0.856023,0.436963,0.914847,FAKE
0.103117,0.106189,0.068517,0.044931,0.180573,0,0,0,0.316378,0.291545,0.707194,0.572777,0.634225,FAKE
0.098602,0.291885,0.137408,0.049768,0.21383,0,0,0,0.4929,0.368402,0.685789,0.622569,0.642327,REAL
0.226617,0.208367,0.071711,0.072079,0.196628,0.920855,0,0,0.587099,0.345156,0.669291,0.625401,0.339296,FAKE
0.139088,0.049049,0.125106,0.35238,0.225139,0.022269,0,0.5538,0.656212,0.480258,0.708878,0.159686,0.94767,FAKE
0.293949,0.126064,0.172255,0.101975,0.354065,0,0,0.75152,0.457499,0.412551,0.48116,0.467577,0.8563,REAL
0.065694,0.025909,0.021623,0.50653,0.241223,0,0,0,0.356497,0.547027,0.840075,0.809412,0.63821,FAKE
0.261397,0.364544,0.019995,0.067089,0.313992,0,0,0,0.595688,0.34712,0.900107,0.458479,0.857744,FAKE
0.039157,0.409043,0.030457,0.001323,0.051173,0.971219,0.898327,0,0.578505,0.521763,0.711398,0.682885,0.782744,REAL
0.109169,0.317607,0.103593,0.195692,0.150445,0.212731,0,0,0.015657,0.265908,0.866953,0.592864,0.80082,FAKE
0.154169,0.622111,0.169106,0.001652,0.222943,0,0,0,0.113157,0.252487,0.694007,0.585933,0.094016,REAL
0.26928,0.336946,0.089286,0.012783,0.375552,0,0,0,0.126796,0.199891,0.521348,0.634467,0.779903,FAKE
0.041632,0.130081,0.646797,0.053564,0.215692,0.212313,0,0,0.346031,0.340373,0.613484,0.588902,0.591823,FAKE
0.058837,0.356135,0.089547,0.218295,0.199091,0.280846,0,0,0.030317,0.241262,0.608836,0.685443,0.851541,REAL
0.072911,0.081982,0.152838,0.06793,0.617793,0.459587,0,0.976993,0.231683,0.176865,0.029677,0.586877,0.11017,FAKE
0.066146,0.00738,0.052806,0.345915,0.024897,0,0,0,0.960866,0.342972,0.723993,0.717882,0.549697,REAL
0.429607,0.144058,0.062344,0.196483,0.225399,0,0,0.786991,0.20707,0.549168,0.816951,0.684986,0.781002,FAKE
0.114144,0.300941,0.015485,0.005928,0.396224,0,0,0,0.693967,0.159542,0.834676,0.691808,0.63219,FAKE
0.399925,0.401893,0.055482,0.039968,0.174857,0.801827,0,0,0.720564,0.529395,0.859758,0.618649,0.795976,FAKE
0.162073,0.151308,0.191966,0.056126,0.230184,0,0,0,0.646996,0.335544,0.915035,0.819589,0.508729,FAKE
0.378394,0.27097,0.039572,0.157614,0.200262,0,0,0,0.125973,0.335785,0.630996,0.6452,0.533266,REAL
0.27958,0.261757,0.096302,0.083155,0.141685,0,0,0,0.574961,0.315886,0.595651,0.628271,0.765132,REAL
0.121297,0.116189,0.108286,0.062147,0.195105,0.931994,0,0,0.599701,0.535229,0.79573,0.848297,0.959589,REAL
0.178542,0.111375,0.08203,0.023529,0.491353,0.724236,0,0,0.645431,0.367916,0.569256,0.569199,0.768364,FAKE
0.233209,0.26207,0.054734,0.006914,0.182555,0,0,0,0.141422,0.277363,0.679978,0.526684,0.551702,REAL
0.174824,0.299633,0.142596,0.088056,0.383405,0.116314,0,0,0.176504,0.256347,0.46106,0.546236,0.290858,REAL
0.164785,0.131754,0.117981,0.180083,0.088072,0.842108,0,0,0.816113,0.302233,0.605129,0.583625,0.356819,REAL
0.181698,0.099474,0.12437,0.09627,0.381264,0,0,0,0.808584,0.488139,0.762668,0.751955,0.752314,FAKE
0.157821,0.160192,0.120021,0.058176,0.25519,0,0,0,0.274904,0.27779,0.548666,0.606401,0.39373,REAL
0.176771,0.379206,0.131674,0.041744,0.349066,0.078097,0,0,0.833884,0.449463,0.89385,0.564284,0.775019,REAL
0.361006,0.526042,0.025708,0.004158,0.166315,0,0,0.873263,0.650091,0.354656,0.604625,0.325732,0.613148,FAKE
0.200828,0.053535,0.022226,0.096559,0.571963,0.03395,0,0.007974,0.940711,0.243415,0.886534,0.31679,0.314826,REAL
0.279279,0.12937,0.104456,0.031179,0.367903,0.078097,0,0,0.212542,0.39334,0.513679,0.425173,0.141447,FAKE
0.180764,0.242612,0.126857,0.00911,0.529821,0,0,0,0.375085,0.361717,0.742544,0.691992,0.894812,REAL
0.190601,0.02518,0.074262,0.012172,0.063163,0.110371,0,0.446712,0.152598,0.988405,0.283289,0.438191,0.748417,FAKE
0.278704,0.118054,0.571675,0.007646,0.2053,0,0,0,0.357519,0.54082,0.719509,0.692913,0.805713,FAKE
0.253646,0.160164,0.036891,0.005977,0.462927,0,0,0,0.473172,0.363862,0.685112,0.70656,0.747197,REAL
0.370868,0.571603,0.025525,0.002148,0.202157,0,0,0.26216,0.648373,0.616353,0.990002,0.759548,0.956787,FAKE
0.117054,0.127561,0.028492,0.006579,0.074982,0.653099,0,0,0.324687,0.407381,0.796363,0.725439,0.710547,REAL
0.161834,0.156968,0.136307,0.187404,0.229321,0,0,0,0.316671,0.42432,0.440567,0.48267,0.65958,FAKE
0.095351,0.186798,0.026158,0.113365,0.190311,0.144086,0,0,0.150546,0.178479,0.581687,0.651458,0.798789,REAL
0.238597,0.054434,0.140256,0.218561,0.415913,0,0,0,0.351025,0.520422,0.509752,0.761645,0.316301,FAKE
0.216823,0.04779,0.287797,0.076005,0.196931,0.731735,0.825035,0,0.544566,0.33118,0.658618,0.66982,0.459949,REAL
0.24357,0.257422,0.345087,0.009742,0.385479,0.292626,0,0,0.215881,0.355689,0.553518,0.531212,0.676294,REAL
0.284194,0.246367,0.045867,0.031786,0.226729,0.459587,0,0,0.545807,0.47728,0.633868,0.713799,0.744663,FAKE
0.290191,0.344288,0.211565,0.008394,0.298767,0.642915,0,0,0.477187,0.354387,0.810169,0.429856,0.83983,REAL
0.243613,0.325773,0.206657,0.004307,0.187117,0,0,0,0.529455,0.266672,0.582616,0.723149,0.344298,REAL
0.202344,0.087408,0.451432,0.003226,0.291842,0,0,0,0.408373,0.365339,0.713611,0.651851,0.747101,REAL
0.087044,0.011207,0.078624,0.088353,0.347731,0,0,0,0.017115,0.304672,0.520521,0.594175,0.364416,FAKE
0.110279,0.193861,0.115477,0.022142,0.6428,0.762356,0,0,0.520616,0.281842,0.609917,0.599898,0.476583,REAL
0.085643,0.10031,0.06788,0.103091,0.273116,0.934054,0,0,0.252463,0.415112,0.662798,0.515451,0.639991,FAKE
0.189016,0.404599,0.056946,0.017278,0.477647,0.888278,0,0,0.64606,0.305624,0.646636,0.62729,0.714085,REAL
0.410383,0.117327,0.182644,0.000449,0.538576,0.039518,0,0.323642,0.162712,0.587262,0.615401,0.744913,0.644013,FAKE
0.031618,0.007007,0.440761,0.003013,0.709235,0,0,0,0.0044,0.316729,0.542256,0.726291,0.232855,REAL
0.184213,0.422516,0.186101,0.004543,0.400282,0.842108,0,0,0.200053,0.306023,0.656593,0.433359,0.315624,REAL
0.211092,0.301297,0.227185,0.007301,0.245623,0.292626,0,0,0.608964,0.54637,0.793857,0.714343,0.741232,FAKE
0.109423,0.110594,0.087351,0.031251,0.727774,0.959869,0,0,0.17419,0.499985,0.358711,0.71751,0.512983,REAL
0.067105,0.062688,0.050564,0.121131,0.135927,0,0,0,0.189111,0.66935,0.575623,0.221523,0.827301,REAL
0.242442,0.275089,0.152885,0.012905,0.413163,0,0,0,0.20879,0.286312,0.58983,0.585455,0.799051,REAL
0.416013,0.06579,0.18053,0.117994,0.411668,0,0.704642,0,0.472711,0.657973,0.044699,0.559241,0.755684,FAKE
0.117021,0.033293,0.109526,0.300254,0.121568,0,0,0,0.437352,0.263964,0.84682,0.542133,0.238233,REAL
0.307896,0.296936,0.07705,0.073029,0.236823,0,0,0,0.689179,0.392586,0.622755,0.599826,0.421744,FAKE
0.007514,0.003319,0.392211,0.021257,0.547873,0.762356,0,0,0.256956,0.279454,0.520801,0.598799,0.319019,FAKE
0.123638,0.057894,0.056064,0.195324,0.039318,0.532616,0,0.647986,0.961178,0.568884,0.452617,0.834484,0.380067,FAKE
0.071517,0.243977,0.503891,0.003399,0.308035,0,0,0,0.170266,0.355495,0.631246,0.645412,0.497742,FAKE
0.19256,0.089195,0.081942,0.071222,0.169861,0,0.751512,0,0.602421,0.498803,0.652922,0.622945,0.591971,REAL
0.158897,0.499754,0.079835,0.031331,0.079531,0,0,0,0.232277,0.331723,0.630879,0.664215,0.672983,FAKE
0.357951,0.105799,0.172712,0.055636,0.240028,0.687768,0,0.968123,0.209039,0.119587,0.158685,0.287164,0.302321,FAKE
0.134839,0.104303,0.180892,0.135566,0.496073,0.506763,0.422119,0,0.881078,0.570772,0.987829,0.849597,0.92262,FAKE
0.104068,0.160872,0.017912,0.040883,0.181072,0,0,0,0.827206,0.386514,0.819737,0.739392,0.755272,FAKE
0.329842,0.112939,0.216769,0.049525,0.149762,0,0,0.301547,0.697138,0.488372,0.839428,0.605863,0.776032,REAL
0.186579,0.073127,0.455713,0.070753,0.177571,0.89196,0,0.959646,0.506522,0.589618,0.862769,0.840269,0.983342,REAL
0.172281,0.194983,0.061069,0.02186,0.585983,0,0,0,0.91658,0.649788,0.571026,0.646796,0.78289,FAKE
0.052244,0.177015,0.144766,0.392949,0.152778,0,0,0,0.066893,0.260284,0.240891,0.55996,0.253051,FAKE
0.24783,0.049723,0.358727,0.019516,0.3864,0,0,0,0.507878,0.285261,0.445194,0.410264,0.396161,FAKE
0.42444,0.33798,0.040776,0.01121,0.364885,0,0,0,0.395312,0.178015,0.842086,0.294304,0.372686,REAL
0.219968,0.106613,0.17644,0.164807,0.390676,0,0.543112,0,0.371612,0.758084,0.421999,0.705634,0.506863,REAL
0.014062,0.190545,0.009228,0.00667,0.18848,0,0,0,0.466187,0.035107,0.755524,0.451733,0.006404,FAKE
0.246735,0.272226,0.137087,0.25483,0.147162,0.212313,0,0,0.404137,0.294884,0.58859,0.620173,0.545513,REAL
0.175179,0.113711,0.102343,0.175132,0.302122,0.687768,0,0,0.500476,0.369771,0.486814,0.703183,0.412788,REAL
0.096975,0.138774,0.117706,0.365916,0.235183,0,0,0,0.351544,0.369805,0.622731,0.632765,0.72384,FAKE
0.143458,0.056407,0.030413,0.012291,0.628879,0,0,0.534455,0.365598,0.312154,0.602662,0.644097,0.496032,FAKE
0.070428,0.586182,0.073157,0.04914,0.284435,0,0,0,0.379616,0.285674,0.766931,0.645088,0.344164,FAKE
0.316508,0.359074,0.173228,0.034907,0.304595,0,0,0.5538,0.05339,0.22306,0.358268,0.263393,0.241448,REAL
0.033532,0.127747,0.019391,0.059046,0.289186,0.620279,0,0,0.202313,0.451509,0.664177,0.730554,0.85419,FAKE
0.26008,0.237614,0.123566,0.199013,0.172655,0.528596,0,0.822231,0.596017,0.823581,0.86628,0.296661,0.900769,FAKE
0.289516,0.11875,0.197188,0.003914,0.615662,0,0,0,0.181696,0.181144,0.590107,0.378059,0.137512,REAL
0.250729,0.381339,0.224967,0.005843,0.351981,0,0,0,0.11723,0.29535,0.4703,0.594055,0.375727,FAKE
0.141452,0.392071,0.089674,0.060779,0.360518,0,0,0,0.660539,0.462121,0.705777,0.304878,0.811307,FAKE
0.024936,0.011876,0.056387,0.601404,0.176785,0.116314,0,0,0.226131,0.280523,0.592554,0.462534,0.610315,REAL
0.196315,0.14926,0.078287,0.194807,0.428587,0,0,0,0.81639,0.630559,0.624929,0.365867,0.810428,FAKE
0.514171,0.411049,0.158101,0.001148,0.110606,0,0,0,0.574593,0.32943,0.631366,0.622292,0.711439,FAKE
0.400179,0.154433,0.154074,0.051037,0.1568,0.078097,0,0,0.368303,0.650208,0.962358,0.861565,0.945738,FAKE
0.261213,0.137277,0.264984,0.005841,0.476339,0,0,0,0.625623,0.505415,0.768821,0.487144,0.231645,FAKE
0.151967,0.031856,0.048863,0.564454,0.055489,0,0,0,0.094504,0.374641,0.678266,0.787604,0.466897,REAL
0.220304,0.058446,0.346527,0.00707,0.594953,0,0,0,0.606054,0.273689,0.383481,0.579675,0.238414,REAL
0.058206,0.454492,0.110768,0.011928,0.359527,0,0.645985,0,0.479679,0.401199,0.849098,0.615884,0.469894,FAKE
0.305695,0.404974,0.197336,0.010628,0.210478,0.982476,0,0,0.720653,0.443614,0.749807,0.655248,0.726829,FAKE
0.399888,0.094947,0.10032,0.282222,0.156463,0,0,0,0.205709,0.286012,0.559814,0.609318,0.432403,REAL
0.446388,0.273436,0.125876,0.016166,0.17004,0,0,0,0.56852,0.280591,0.560961,0.602929,0.488222,REAL
0.03324,0.075237,0.1231,0.150883,0.264427,0,0,0,0.560471,0.296608,0.725757,0.473305,0.52134,REAL
0.162777,0.035783,0.248487,0.177505,0.183992,0,0,0,0.273684,0.391222,0.70718,0.661771,0.622843,REAL
0.163253,0.189085,0.184146,0.155097,0.375575,0.532616,0,0,0.231637,0.382641,0.760193,0.338547,0.69585,FAKE
0.266198,0.515364,0.275627,0.02538,0.118721,0.054654,0,0,0.470182,0.318895,0.880098,0.722781,0.822486,REAL
0.191016,0.44101,0.100288,0.024915,0.251148,0.560098,0,0,0.273133,0.333123,0.670477,0.635625,0.599735,FAKE
0.240595,0.517711,0.126596,0.083724,0.140323,0.716569,0,0,0.534004,0.615496,0.938606,0.552111,0.927635,FAKE
0.370098,0.146765,0.19139,0.028503,0.301611,0.687768,0,0,0.252057,0.310088,0.544585,0.589485,0.285069,FAKE
0.459057,0.128052,0.093195,0.084379,0.319283,0.054654,0,0,0.131615,0.442886,0.346328,0.597082,0.500397,FAKE
0.151237,0.325779,0.039667,0.247101,0.153707,0.560098,0,0,0.202509,0.604794,0.386946,0.56846,0.901181,FAKE
0.19597,0.349899,0.031012,0.014263,0.497319,0.762356,0,0,0.365527,0.38484,0.687555,0.622532,0.782784,FAKE
0.326904,0.212655,0.03546,0.299176,0.035561,0,0,0,0.683264,0.325378,0.497593,0.608078,0.566574,FAKE
0.150125,0.015481,0.22738,0.034521,0.398373,0.620279,0,0,0.493202,0.763639,0.70108,0.776854,0.804485,FAKE
0.103244,0.035845,0.282448,0.078896,0.071463,0,0,0.972662,0.130014,0.151032,0.50479,0.630616,0.532057,REAL
0.146803,0.032049,0.373279,0.019754,0.608411,0.94715,0,0,0.334571,0.292905,0.574246,0.581479,0.361541,FAKE
0.240011,0.099574,0.17716,0.153589,0.318008,0,0,0.946222,0.155543,0.227167,0.167669,0.457347,0.350344,FAKE
0.599093,0.054673,0.012984,0.037887,0.416803,0.687768,0,0,0.943369,0.274491,0.813311,0.581015,0.327603,REAL
0.229155,0.182745,0.070847,0.009663,0.683152,0.025497,0.397164,0,0.539605,0.947729,0.563784,0.724993,0.928819,FAKE
0.153651,0.143813,0.09477,0.037219,0.496007,0,0,0,0.43873,0.398396,0.766047,0.63287,0.666503,REAL
0.273695,0.042819,0.081922,0.005044,0.103456,0.620279,0,0,0.485748,0.434548,0.678278,0.511235,0.80113,REAL
0.167473,0.545267,0.143243,0.012837,0.036884,0.842108,0,0,0.244125,0.130925,0.748686,0.398615,0.164838,REAL
0.151888,0.146831,0.05497,0.00606,0.214203,0.610552,0,0,0.390666,0.460506,0.555397,0.32448,0.856069,REAL
0.077066,0.183602,0.150077,0.069034,0.160232,0,0,0,0.427753,0.291164,0.578087,0.587478,0.387982,FAKE
0.179873,0.095088,0.128348,0.035974,0.19249,0,0,0,0.307791,0.286551,0.574817,0.608422,0.54861,REAL
0.135996,0.011831,0.13902,0.104552,0.121142,0,0,0,0.203946,0.303002,0.513909,0.592743,0.338211,FAKE
0.247143,0.094223,0.119522,0.104298,0.526252,0.459587,0,0,0.498079,0.940821,0.645735,0.673793,0.844399,REAL
0.078258,0.320926,0.045254,0.035912,0.489189,0,0,0.933436,0.398481,0.869029,0.15743,0.483572,0.894102,REAL
0.034204,0.223541,0.030213,0.048885,0.154667,0,0.035208,0,0.105844,0.455783,0.737669,0.820496,0.683382,FAKE
0.230052,0.637375,0.017152,0.011453,0.228803,0.596122,0,0,0.19211,0.132965,0.452783,0.608649,0.447092,REAL
0.438476,0.454438,0.031921,0.007342,0.098212,0.347997,0.601153,0,0.835274,0.523952,0.864403,0.735998,0.839093,FAKE
0.131824,0.252853,0.141424,0.018284,0.307526,0,0,0,0.009919,0.24181,0.576327,0.566063,0.254275,REAL
0.072226,0.255131,0.136119,0.043276,0.303751,0,0,0,0.559836,0.766885,0.260917,0.080985,0.790363,FAKE
0.075237,0.152788,0.141862,0.076295,0.300029,0.982476,0,0,0.677077,0.312768,0.753433,0.850722,0.619867,REAL
0.32782,0.035327,0.118796,0.039641,0.389077,0,0,0.822231,0.194543,0.56099,0.240769,0.161783,0.70081,FAKE
0.083574,0.298371,0.171396,0.073761,0.411079,0.094752,0,0,0.245939,0.285988,0.624867,0.618785,0.628068,REAL
0.058188,0.164056,0.025095,0.019379,0.074024,0,0,0.615352,0.541931,0.336178,0.687711,0.661242,0.613362,REAL
0.080298,0.107587,0.043791,0.223199,0.218916,0,0,0,0.801305,0.36265,0.723449,0.539175,0.786059,FAKE
0.134891,0.376106,0.134122,0.060166,0.357426,0,0,0,0.131777,0.357808,0.611252,0.514258,0.675351,REAL
0.040104,0.033376,0.236285,0.120829,0.135195,0,0,0,0.297839,0.221846,0.488606,0.412626,0.066111,FAKE
0.09449,0.210018,0.057487,0.062407,0.345829,0.078097,0.849827,0,0.036073,0.32891,0.483957,0.434696,0.628029,FAKE
0.049173,0.015077,0.620754,0.053781,0.082544,0,0,0,0.737157,0.347916,0.73989,0.659066,0.692126,FAKE
0.399735,0.031001,0.035242,0.011011,0.46923,0.762356,0,0,0.957421,0.3637,0.759796,0.502479,0.849435,FAKE
0.273914,0.402789,0.093782,0.075849,0.31039,0,0,0.323642,0.646907,0.389997,0.910104,0.318247,0.187998,REAL
0.103545,0.338336,0.162352,0.150522,0.340356,0.316703,0.469437,0,0.580978,0.160931,0.711459,0.63759,0.627733,REAL
0.367172,0.025193,0.655661,0.000245,0.144377,0.842108,0,0.856622,0.197756,0.32513,0.617103,0.599135,0.795628,REAL
0.097944,0.085607,0.085585,0.215018,0.111329,0,0,0,0.399205,0.420587,0.589345,0.442019,0.753484,REAL
0.111631,0.125421,0.053067,0.051519,0.218609,0.982476,0,0,0.59241,0.402075,0.732181,0.672771,0.836265,REAL
0.143299,0.047192,0.253604,0.078789,0.180914,0,0,0,0.173752,0.31758,0.681585,0.663989,0.396121,REAL
0.162291,0.091133,0.268932,0.086923,0.233676,0,0,0,0.02251,0.331682,0.666388,0.692164,0.497461,REAL
0.123022,0.122004,0.157476,0.054106,0.192207,0,0,0,0.495593,0.535689,0.72384,0.848966,0.869084,FAKE
0.576387,0.03065,0.207438,0.011648,0.223082,0,0,0,0.527051,0.058067,0.813343,0.155487,0.183575,FAKE
0.448045,0.14725,0.104915,0.02678,0.046469,0.019539,0,0,0.609202,0.89451,0.677586,0.55327,0.873269,FAKE
0.038177,0.010944,0.021021,0.682025,0.265395,0,0,0,0.153509,0.412673,0.012514,0.047554,0.507805,FAKE
0.133865,0.15929,0.08718,0.012573,0.146366,0.620279,0,0,0.520268,0.311168,0.908386,0.731141,0.750385,REAL
0.288642,0.045875,0.744218,0.023073,0.103101,0,0,0.88939,0.701965,0.342929,0.561443,0.620711,0.555979,REAL
0.043923,0.044246,0.265509,0.290116,0.175739,0.687768,0.023506,0,0.632334,0.508102,0.611368,0.549474,0.532252,FAKE
0.072182,0.049555,0.095524,0.014782,0.146212,0.358523,0,0,0.022242,0.272305,0.461193,0.530961,0.226055,FAKE
0.553106,0.223614,0.041008,0.034127,0.336958,0,0,0.446712,0.441704,0.538169,0.934831,0.575479,0.677543,FAKE
0.139431,0.018227,0.098945,0.093017,0.153216,0.054654,0,0,0.31425,0.396254,0.688411,0.749861,0.758082,REAL
0.221156,0.545259,0.182136,0.017963,0.068875,0,0,0,0.153477,0.367329,0.626674,0.618558,0.510392,FAKE
0.045269,0.253493,0.243753,0.043229,0.423525,0,0,0,0.138449,0.398815,0.678981,0.709811,0.711469,REAL
0.211147,0.47209,0.075466,0.01352,0.390174,0,0,0,0.479823,0.379933,0.790013,0.639704,0.779235,REAL
0.108458,0.037126,0.058648,0.194158,0.121007,0.292626,0,0,0.388005,0.557044,0.38694,0.611012,0.584188,REAL
0.048636,0.232339,0.021799,0.056814,0.275767,0,0,0,0.382481,0.246076,0.69174,0.606815,0.266276,FAKE
0.150969,0.121823,0.059386,0.0113,0.1739,0.054654,0,0.946222,0.478343,0.549813,0.725898,0.587853,0.934053,REAL
0.262172,0.336301,0.282568,0.023734,0.232348,0,0,0,0.359857,0.024677,0.226933,0.086844,0.238624,FAKE
0.312474,0.076823,0.401478,0.02848,0.1937,0,0,0,0.088544,0.629106,0.313486,0.62137,0.529799,FAKE
0.084132,0.068493,0.113733,0.427458,0.065357,0,0,0,0.42227,0.294847,0.635233,0.697634,0.662936,REAL
0.16271,0.19667,0.108492,0.013898,0.688712,0.632483,0,0.966403,0.448494,0.219212,0.714701,0.743304,0.492753,REAL
0.383045,0.373712,0.086588,0.003822,0.13908,0,0,0,0.163655,0.303657,0.631801,0.617959,0.514709,FAKE
0.100222,0.044562,0.069245,0.462166,0.175249,0.235443,0,0,0.475759,0.20561,0.739743,0.436957,0.445211,FAKE
0.159145,0.049062,0.077821,0.019346,0.172084,0.774376,0.618451,0,0.614693,0.495824,0.662176,0.606366,0.48154,REAL
0.246279,0.141224,0.050002,0.003809,0.578422,0,0,0,0.333,0.295463,0.5962,0.624539,0.545356,REAL
0.130406,0.493684,0.342075,0.047224,0.115734,0,0.849827,0,0.292997,0.329559,0.547619,0.640701,0.531151,REAL
0.317023,0.174665,0.086449,0.091522,0.143329,0.144719,0,0,0.628069,0.32774,0.857544,0.737361,0.359685,REAL
0.058274,0.137504,0.087626,0.055683,0.515021,0,0,0,0.271524,0.309414,0.589666,0.602187,0.56141,REAL
0.054993,0.103258,0.043446,0.130451,0.111047,0,0,0,0.546156,0.318858,0.613609,0.67457,0.522604,FAKE
0.019187,0.055637,0.044883,0.734668,0.088233,0,0,0,0.311221,0.422086,0.725137,0.627978,0.769626,REAL
0.242215,0.10431,0.114474,0.130405,0.317409,0.724236,0,0,0.924621,0.659492,0.549255,0.686829,0.926195,FAKE
0.021028,0.008297,0.015139,0.460206,0.023458,0.982476,0,0,0.242456,0.300133,0.58421,0.570294,0.57359,FAKE
0.512949,0.26331,0.200106,0.003459,0.188039,0.711887,0.866237,0,0.505906,0.556927,0.852662,0.792692,0.774068,FAKE
0.132728,0.115431,0.055812,0.271108,0.219512,0,0,0,0.691423,0.344332,0.807883,0.733764,0.781644,REAL
0.140084,0.133754,0.185396,0.073272,0.2857,0,0,0,0.487212,0.342815,0.617873,0.656932,0.370408,REAL
0.105245,0.595464,0.094802,0.068735,0.169027,0.347997,0,0,0.560518,0.338151,0.664515,0.622996,0.712214,REAL
0.186604,0.221584,0.126306,0.199846,0.267798,0,0,0,0.212515,0.363958,0.509434,0.809317,0.653105,FAKE
